MSTAR,A,PER
0.94,0.179399,28.625653000000003
1.0,0.0554927,4.77468005
1.129,0.0511051,3.97097
1.071,3.34651,2151.0
1.01,1.11079,425.47785
1.01,0.129431,16.92344113
1.21,0.160247,21.30022655
1.05,2.33982,1275.0
1.32,0.17338,22.951
1.294,0.0431325,2.8758911
0.478,0.0378277,3.8867907
1.19,0.0348186,2.1746742
0.98,0.380735,86.67856
0.96,0.05905750000000001,5.35016198
1.128,0.0412815,2.8792319
0.92,2.69464,1684.0
0.98,0.055823800000000014,4.8663815
0.74,0.0215077,1.3371182
0.95,0.102351,12.27065865
1.14,0.172447,24.4973698
1.117,2.48556,1353.0
1.03,0.210888,34.8538276
1.543,0.0437742,2.691548
0.9,0.08218450000000001,9.07097734
1.15,0.418658,92.263714
0.865,0.117046,15.7259
0.46,0.060801699999999986,8.07392849
1.1,0.477022,114.73635
1.01,0.297295,58.83
0.8,0.161056,26.39435646
0.95,0.0464443,3.75083228
1.5,0.037964,2.204737
1.015,0.0571073,4.9473699999999985
1.133,1.1851,442.4
1.01,0.0802803,8.266902
0.93,0.0504566,4.29264638
0.7,0.0908478,11.95398936
0.81,0.0125101,0.56785714
1.23,0.0758454,6.87188
0.826,0.0452527,3.8681382000000006
0.94,0.116835,15.0447198
1.03,0.0497212,3.99010623
0.93,0.06121430000000001,5.7361
1.0,0.109809,13.2907
0.91,0.033607300000000014,2.35895152
0.758,0.0489676,4.5458840999999985
1.16,4.94302,3724.7
1.15,0.264783,46.4063358
0.96,0.13056700000000002,17.58752333
0.93,0.0428704,3.361006
0.8320000000000001,0.155066,24.451
0.7,0.14618499999999998,24.4002549
0.85,0.601409,184.771853
1.16,1.02595,352.3
0.86,0.8888299999999999,330.0
1.1,0.366455,77.2548396
1.0759999999999998,0.0291939,1.7554137
1.11,0.0590285,4.971252
0.52,0.06661080000000001,8.7076
0.94,0.0504666,4.27103091
0.8,0.0842697,9.98969327
0.54,0.10280999999999997,16.3850021
0.87,0.295466,62.8916228
0.71,0.0607742,6.49441289
0.96,0.390823,91.080482
1.48,0.07164580000000001,5.75251
1.0,1.03378,383.70001
0.94,0.0891946,10.03538581
1.157,0.0407152,2.788491
0.96,0.16675299999999998,25.3842686
0.94,0.0399419,3.00725242
0.96,0.037917,2.75235975
0.965,1.33658,572.38
0.29,1.02111,699.81424883
0.85,0.175021,29.00790538
0.99,0.038900800000000006,2.81650485
0.94,0.0248451,1.47532231
1.04,0.131797,17.1369543
1.198,0.114265,12.8747099
1.13,0.052542700000000005,4.13827595
0.6897,0.646795,228.776
0.54,0.12806900000000002,22.7802
0.95,0.119982,15.5741568
1.16,0.108438,12.1097104
0.92,0.230686,42.1917357
0.56,0.0962142,14.5665
0.9,0.0604111,5.71668872
1.495,0.0255483,1.21986983
0.828,1.08649,454.2
0.78,3.02208,2172.0
0.878,0.0392516,3.030065
1.112,0.0525079,4.1662739
0.879,1.65355,828.0
1.04,0.0478522,3.74910006
0.69,0.426299,122.3874
1.21,1.7634900000000002,777.0
0.95,0.034903199999999995,2.44357812
0.9,0.111348,14.30511983
0.89,0.10546300000000003,13.2406
0.85,0.174358,28.8432647
1.8,1.53498,516.22
1.2,0.0491772,3.634433
1.17,1.14933,415.4
1.25,0.0567187,4.411953
0.86,0.0763472,8.30864937
1.12,0.20765,32.657212
1.21,0.0745798,6.76284377
0.28,0.0366252,4.83817712
1.74,4.60219,2732.0
1.03,0.126633,16.21775407
1.28,0.07042480000000001,6.03356196
0.91,0.187138,30.99660733
1.58,2.71619,1300.0
1.19,0.0702822,6.2385
0.8320000000000001,0.121908,17.0431
0.77,0.0681548,7.406097
0.74,2.5542700000000003,1733.0
1.015,0.554288,149.61
0.56,0.0498037,5.4248650000000005
1.01,0.0364157,2.52559332
1.43,0.19332,25.96200249
1.01,0.06639060000000001,6.2171292000000005
0.0,0.0,124.5244647
1.109,2.51056,1378.0
0.8,0.0436466,3.722465
0.78,1.9748900000000005,1143.0
1.069,0.174852,25.827
1.53,1.38103,479.0
0.97,0.0510769,4.28095859
0.84,0.0507142,4.55139967
0.67,0.25497,57.435
0.93,0.0398164,3.0091324
0.8,0.0362523,2.818049
1.07,0.729773,220.1303357
1.19,1.11234,392.6
0.34,0.0954693,18.47764449
0.69,0.0928559,12.4417
1.17,0.119407,13.93290318
0.49,0.06905130000000001,9.46781405
0.9,0.0420086,3.31494634
1.18,1.6555,714.3
1.291,0.118876,13.17562
1.2,0.34156,66.5579057
1.26,0.122255,13.9093583
1.32,0.0545179,4.0460435
0.92,0.267315,52.6298417
0.08900000000000001,0.022200900000000003,4.0499589999999985
1.47,5.70035,4100.0
1.29,0.153755,19.382
1.28,3.87172,2457.8717
1.13,0.0269122,1.51214
0.94,0.0568105,5.10115756
1.23,0.532115,127.8338098
1.34,0.170471,22.20813214
0.72,0.0311079,2.36172433
0.92,0.07057580000000001,7.139694099999999
1.49,0.14196199999999998,16.00494214
1.16,0.0903166,9.20205
1.1,0.575052,151.86392
0.8420000000000001,0.0466409,4.008778
2.3,1.17509,305.5
0.85,0.227505,42.99
0.86,0.043728,3.60147201
1.0,0.195581,31.5922646
1.03,0.08025139999999999,8.1818246
1.7180000000000002,5.35635,3452.0
0.82,0.0190889,1.06378867
0.91,0.0221125,1.25785
0.97,0.114954,14.4541302
1.03,0.105496,12.3318
1.043,0.895669,303.158
0.4,0.0606753,8.631
1.15,0.101697,11.04603384
0.775,0.0784741,9.1205
1.14,0.316935,61.03701170000001
0.55,0.109153,17.76080053
1.291,0.253499,41.02902
0.97,0.228204,40.4287755
1.01,0.0712451,6.91134416
1.04,0.0689299,6.48163
0.92,0.071869,7.33683936
0.85,0.0619246,6.10485286
0.85,0.120447,16.56059504
1.14,0.0962449,10.21420496
1.2,0.519687,124.9144
0.8,0.0903224,11.08507637
1.3,0.0551406,4.14787559
0.94,0.0314856,2.10472218
1.08,0.0203817,1.02267882
1.123,2.19755,1120.0
0.68,0.122878,19.07863
1.18,0.16630599999999998,22.804
1.07,0.481226,117.87
1.071,0.128401,16.23855
0.974,0.036836900000000006,2.615857
0.81,0.136122,20.38177573
1.14,2.8107900000000003,1606.3
1.0,0.125499,16.23844
0.961,0.154764,22.6845
0.96,0.0819289,8.74199772
0.9,0.0363506,2.66831376
0.181,0.0153263,1.628931
1.143,2.02754,986.0
1.23,0.07029969999999999,6.1335
0.64,0.119053,18.7546998
1.0,0.0657994,6.16486
1.131,0.130891,16.254610999999993
0.93,0.0228923,1.31184443
1.21,0.0781697,7.25696522
1.32,0.0574592,4.3780800000000015
0.794,0.0498148,4.5557
1.34,2.42516,1189.1
0.99,0.185524,29.334
1.03,0.0998849,11.36112327
0.94,0.0993188,11.79162572
1.102,2.40085,1290.0
0.98,0.0797776,8.31378306
1.21,0.036038,2.27163926
1.218,0.0413275,2.77596
1.394,0.050924300000000006,3.553945
1.37,1.68103,677.8
0.71,1.80757,1050.3
1.11,0.07507689999999999,7.1316185
0.35,0.0277394,2.85234897
0.93,0.0494161,4.16055856
0.78,1.1348200000000002,499.48
0.99,2.3870400000000003,1353.6
0.87,0.08072289999999999,8.98101683
0.85,0.048585,4.24261881
1.11,0.0471986,3.55485691
1.04,0.0364828,2.49577962
1.05,0.126093,15.95994513
0.78,0.0658684,6.9913086
0.614,0.056147400000000014,6.201467
0.99,1.88623,950.69651
1.013,0.0460506,3.5852467000000003
1.69,2.77628,1299.0
0.92,0.241134,45.0904643
1.04,0.13608599999999998,17.980123499999994
1.36,0.0451413,3.00387658
1.2,0.07616160000000001,7.008151
1.22,0.055353699999999985,4.30655689
1.121,0.0573215,4.73401
1.14,0.116755,13.6473676
0.97,0.28584,56.6747285
0.93,0.361423,82.294751
0.951,3.80821,2770.0
1.04,0.272969,51.07926307
0.94,0.071979,7.27503724
0.22,0.035228300000000004,5.148921
1.223,0.0455763,3.21346
1.273,0.0453232,3.1220109000000003
1.19,0.154149,20.2641684
0.9,0.0475302,3.98953967
1.7,1.6736400000000002,605.2
1.1,2.07238,1038.1
0.97,0.223973,39.30941904
0.96,0.0290724,1.84788917
1.04,0.238842,41.805985
0.7,0.016391299999999998,0.91614077
1.07,0.109729,12.8345022
0.87,0.167537,26.85328322
0.748,0.07963730000000001,9.4909
0.63,0.0198513,1.28707676
0.83,0.058889099999999986,5.729319599999998
1.1,0.243116,41.74600392
0.78,0.156872,25.69578251
0.91,0.0276021,1.75583533
1.46,0.06782139999999999,5.33408384
0.56,0.0327047,2.88676265
0.976,0.0506843,4.2180278
1.33,4.37827,2890.0
0.96,0.0982303,11.47685909
0.91,0.0413383,3.21751883
1.2,0.0599991,4.8996285
1.36,2.0400400000000003,912.0
1.317,0.0319991,1.8209993
0.72,0.0788018,9.522
1.0,1.29459,535.6
1.28,1.80168,780.3
1.03,0.114843,14.00640607
0.89,0.0469031,3.93276465
1.001,0.032693,2.156729
0.75,0.11512,16.4735686
1.28,0.119195,13.28535633
1.07,0.7176899999999999,214.67
1.05,0.0466557,3.57532
1.6,0.188086,23.5540725
1.01,0.0346536,2.34451194
0.89,0.141235,20.54981883
0.92,0.0269307,1.6829346
1.11,0.0235482,1.25275217
1.09,0.235841,40.0686727
0.97,0.432008,105.3033148
1.07,0.0315668,1.98035766
0.989,3.26609,2166.0
0.79,0.0172977,0.93488424
1.34,0.127487,14.36267939
1.09,2.4178900000000003,1314.0
0.77,0.0383568,3.12686223
0.938,0.0378972,2.7817387000000005
0.8029999999999999,0.139784,21.301886
0.6,0.0509616,5.42474928
0.62,0.15368800000000002,27.9481449
0.85,0.350774,82.30400300000002
1.53,1.13327,356.0
0.78,0.028904500000000007,2.03231845
1.57,0.113114,11.0895723
0.86,0.0156331,0.7698536
0.93,0.0435743,3.4442
1.17,0.21827800000000006,34.43587975
0.82,0.198299,35.61760587
0.93,0.265894,51.92927591
1.07,0.116763,14.08827448
0.995,0.29385,58.11247
0.93,0.950245,350.3
1.31,0.104704,10.8118737
1.06,0.49279,122.72
0.18,0.0317534,4.8712290000000005
1.08,0.162992,23.12748644
1.054,1.94413,963.6
0.94,0.0495281,4.15244722
0.8490000000000001,0.185072,31.559999
0.91,0.0878919,9.97683705
1.15,0.6979810000000001,198.4
1.34,0.0427173,2.785755
0.74,0.0318579,2.41435165
0.359,0.142931,32.939614
1.01,0.0590095,5.20851
0.87,0.100056,12.39358604
0.85,0.462033,124.4198398
0.99,0.0498411,4.0845
1.2819999999999998,0.0412729,2.70339
1.0,0.379271,85.3128662
1.12,0.0935706,9.878482
1.36,1.03886,331.5
1.03,0.0546451,4.59725385
0.76,0.013450299999999998,0.65355357
0.78,0.168131,28.51120525
2.73,1.93647,594.90002
0.961,0.19466,31.9996
1.01,0.239214,42.52158950000001
1.284,0.0576688,4.463129
1.113,0.5207649999999999,130.08
0.94,0.07385,7.56052806
0.98,0.391589,90.4113556
1.58,0.0714194,5.54608367
0.88,0.229818,42.8961
1.01,0.116684,14.48585199
0.82,3.37558,2500.0
0.0,0.0,5.24972541
0.81,0.709354,242.4613
0.78,0.051836300000000016,4.88083852
0.86,0.0496255,4.35409304
0.969,1.36607,591.9
0.98,0.122297,15.77979614
0.91,0.06089209999999999,5.75322197
0.71,0.8913110000000001,364.758031
0.88,0.146374,21.80451088
0.83,0.0799721,9.06689421
0.84,0.508596,144.547396
0.983,0.129216,17.111027
1.11,0.0986522,10.7421
0.98,0.050347,4.16809082
0.9,0.386292,92.4362973
0.65,0.7569640000000001,298.2
0.89,0.0796567,8.70419416
0.83,0.042435900000000006,3.50470358
1.41,0.0733316,6.10826019
1.07,2.0945400000000003,1069.8
0.92,1.37427,613.09998
0.13,0.0112809,1.2137672
1.08,0.15388800000000002,21.21708973
0.88,0.0996817,12.25383217
0.0,0.0,7.02573474
1.11,0.0615039,5.28789787
0.76,0.0426707,3.69298373
1.22,0.0426946,2.91625
1.452,0.151393,17.855233300000005
0.45,0.0286881,2.64561
1.0,0.140548,19.243158
1.21,0.0705457,6.221614700000001
0.96,0.0151311,0.69384285
0.86,0.0626755,6.1799844
1.09,0.167165,23.910901100000004
0.836,0.0896052,10.7085
1.15,0.143967,18.6051942
0.63,0.188407,37.6327084
1.12,0.20912600000000006,33.006
0.81,0.265992,55.6738309
0.76,0.0735719,8.36086824
1.09,0.15393099999999998,21.1284569
0.87,0.140652,20.65614
0.47,0.0627173,8.36802
0.617,0.0318973,2.647298
1.45,0.0820438,7.12811928
2.06,0.0555347,3.32944
0.99,0.0275857,1.68189002
1.08,0.0265264,1.5184299
0.98,0.30753,62.9228557
1.39,0.0796733,6.96710269
2.17,1.0769799999999998,277.02
0.88,0.0450964,3.72873109
1.05,0.521537,134.25272980000003
0.92,0.0464624,3.81371974
0.76,0.0570521,5.70940492
1.07,1.54309,676.8
1.29,2.1263400000000003,995.4
1.06,0.0907946,9.705716
0.927,0.0399038,3.023573
0.88,0.0851485,9.67395
0.87,0.08078980000000001,8.992180000000003
1.11,0.105629,11.9016171
1.16,0.0755268,7.03902374
0.85,0.368178,88.505
1.76,0.0542009,3.4741085
1.15,0.205364,31.6978
0.97,0.0389589,2.8505700000000003
0.93,0.056099300000000005,5.03251791
1.5119999999999998,0.08068789999999999,6.790123
0.35,0.0226485,2.10433812
0.86,0.0795638,8.83922659
1.09,0.051069,4.03519
1.62,1.32398,436.9
1.2,0.543924,133.6
1.08,3.1288,1944.5898
1.392,0.06774669999999999,5.452654
1.04,0.113663,13.72465129
0.794,1.43442,704.1984
0.3,0.0914762,18.4498
0.84,0.12941,18.5525701
1.21,0.158038,20.8613
0.92,0.102591,12.513
0.93,0.07439119999999999,7.6847716
0.94,0.016702,0.81316672
0.8,0.0207092,1.21699766
1.5,1.12966,357.8
1.032,0.054759900000000014,4.605874900000001
1.071,0.07189019999999999,6.803
1.16,0.0224212,1.13854338
1.01,0.0915102,10.06082567
1.35,2.34618,1125.7
1.026,0.0635202,5.7727
1.23,0.0497719,3.65691115
1.242,0.0419042,2.810595
1.166,0.4757,110.979
1.51,0.264915,40.5286413
0.59,0.0379647,3.51749439
0.8029999999999999,0.102457,13.367308
1.318,0.0588578,4.5421687453800015
1.13,2.4447,1313.0
1.0,0.161123,23.6225913
0.866,0.07774960000000003,8.509
1.09,0.119364,14.427355100000002
1.025,0.0433674,3.257215
0.99,0.061953199999999986,5.66067294
1.13,1.16537,431.88
0.92,0.905726,328.2399546000001
1.68,0.08100249999999999,6.4948
0.82,0.0185537,1.0187074
1.09,0.0973596,10.62784997
0.478,0.121623,22.407793
0.81,0.189272,33.4177993
1.18,0.020565700000000003,0.99166527
0.49,0.0656822,8.7832
1.18,0.155175,20.5533844
1.012,1.59509,730.6
1.06421,0.344904,71.484
0.94,0.0562022,5.0171800000000015
1.19,0.0750455,6.8834054999999985
1.23,0.0472783,3.38555488
0.7,0.100456,13.89961966
1.08,0.538652,138.9442
0.8,0.130853,19.32952416
0.8,0.039614800000000006,3.21982106
0.95,0.016052200000000003,0.76212926
0.64,0.0118373,0.58800076
0.8,0.0756944,8.428198
0.99,0.28427600000000003,55.63934
1.04,0.0808904,8.23984869
1.07,0.0154128,0.67564949
0.88,0.114781,15.1410397
0.97,0.0827454,8.82713457
0.86,0.22955,43.3167737
0.73,0.0801106,9.69312032
0.7070000000000001,0.286604,66.65061999999999
0.916,0.0655505,6.404
0.32,0.129574,30.0881
0.85,0.0465276,3.97599768
0.91,0.0866604,9.7678805
1.346,0.0829011,7.514639999999999
0.912,0.0930411,10.854092
0.84,0.6869270000000001,226.89047
1.043,0.267621,49.514
0.67,0.06976399999999999,8.22241966
0.82,0.021472,1.26909037
1.15,0.0915122,9.42887179
0.872,0.0465952,3.93404
0.87,0.0979318,12.00096042
0.69,0.717595,267.291
0.92,0.07594880000000001,7.97034958
0.936,0.0542014,4.763387000000002
0.893,4.2137699999999985,3341.5588
1.11,0.08715039999999999,8.9193459
1.09,0.023074200000000003,1.22621732
0.93,0.06192180000000001,5.83598311
0.7,0.0428543,3.8728
1.108,0.07502819999999999,7.1268163
1.07,0.7417739999999999,225.582809
1.071,0.0847193,8.703
0.404,0.163806,38.09722
1.147,5.34057,4205.8
0.89,1.36155,615.0
1.19,0.0804377,7.63846023
0.48,0.0580371,7.3709
0.85,0.080701,9.08237046
0.55,0.0234342,1.76678906
1.125,0.110366,12.62
1.218,0.061192099999999985,5.005425
0.81,0.159872,25.9422033
0.779,0.0228946,1.4324757
0.94,0.0289537,1.8555580000000005
1.19,0.118853,13.71933369
1.03,0.047906,3.77360059
1.06,0.118968,14.55731705
0.7340000000000001,0.0588842,6.0881
1.06,0.13713599999999998,18.01621096
1.01,0.0372774,2.6157554
0.74,0.132422,20.46
1.1,0.0656127,5.85296257
1.0,0.0744983,7.42693741
1.23,1.12814,394.6244904
0.9,3.43052,2443.0
0.544,0.171702,35.23319
0.8,0.016217600000000002,0.84338011
0.32,0.333345,124.26
0.84,0.103048,13.1829642
0.81,0.014158100000000003,0.68368426
0.95,0.0455165,3.63899398
1.13,0.0983673,10.60052251
0.87,0.394192,96.9151496
0.83,0.122576,17.20523483
1.07,0.0532751,4.34195123
1.06,0.141438,18.87064068
0.89,0.0795658,8.689307300000001
1.4069999999999998,3.60184,2102.0
1.0,0.06755,6.41251504
0.61,0.12701600000000002,21.169687
0.5,0.0297443,2.64977
1.063,3.57197,2391.0
0.92,0.0780663,8.306000000000001
1.46,0.08668350000000001,7.71468975
0.95,1.44284,649.0
0.95,0.0430893,3.35183158
0.97,0.0861587,9.37891944
1.071,0.104497,11.922
0.8,0.0375418,2.97041437
1.2,0.028082,1.5690665
1.1,0.111358,12.94130146
0.865,0.94038,358.0
1.5,0.746644,192.0
0.76,1.52377,788.0
1.11,0.07845010000000001,7.61760804
0.86,0.245986,48.051405
1.01,0.164164,24.1738579
1.47,0.0406092,2.465295
0.95,0.135465,18.68404933
1.45,0.269138,42.35142670000001
1.07,0.07606399999999999,7.40742793
0.96,0.127028,16.87727414
0.94,0.0989169,11.72012266
1.002,0.0240531,1.3600309
1.05,6.21822,5501.0
0.93,0.0517147,4.45419434
0.905,0.0154393,0.736546
0.73,1.00678,431.7
0.78,0.057667599999999986,5.72717226
1.25,1.25015,456.10001
1.72,0.0342279,1.76358799
0.93,0.0714529,7.23400469
1.21,0.07205239999999999,6.42200058
1.09,0.124555,15.3787546
0.7,0.16763499999999998,29.9633247
0.91,0.0146558,0.67933627
1.58,1.12292,345.53
0.87,0.029710900000000005,2.00541269
0.86,0.633688,198.680179
1.11,0.0488263,3.74032496
1.0,0.169257,25.4338197
0.08900000000000001,0.0617089,18.767953
0.969,0.104767,12.58242
1.7,1.777,663.0
1.03,0.080153,8.158714999999999
1.61,2.1121,883.0
1.34,0.160616,20.310501
1.0,1.18713,472.3
2.15,1.97678,691.9
0.65,0.10464,15.3348
1.48,0.08066439999999997,6.8734899999999985
0.894,0.0269311,1.70629
1.03,0.618691,175.13881899999996
0.99,0.18795,29.91136794
0.86,0.100206,12.49341307
1.21,0.0576393,4.59489604
1.2,1.60044,672.1
0.96,0.427921,104.3518976
1.16,0.0849622,8.39846269
0.92,0.0427555,3.3564227
1.404,0.0509456,3.54387
1.12,0.0399686,2.7566
0.87,0.125668,17.44490636
0.74,1.33884,655.6
0.32,0.0208066,1.93778
1.228,0.0238308,1.211909
0.92,0.0456151,3.70987065
1.05,0.0541184,4.48758907
1.1,0.08205119999999999,8.18504949
1.2,0.6786369999999999,186.404271
0.98,0.0923273,10.3507721
1.34,0.1272,14.310195000000002
0.12,0.0482823,11.186
0.76,0.151698,24.7543966
0.7290000000000001,0.281824,64.00205
0.84,0.050806300000000006,4.56380468
0.81,0.569703,174.509835
1.64,0.0448251,2.705785
1.25,0.134445,16.10467749
0.51,0.146229,28.59915399
0.96,0.0757275,7.76846622
0.89,0.106598,13.47469571
0.75,0.0337676,2.61703254
1.06,1.45701,621.99
1.09,0.0470747,3.57320367
1.09,0.0570591,4.7683049
0.63,0.127527,20.9568158
0.75,1.16847,528.07
0.97,0.32555100000000003,68.88619150000001
2.39,4.26892,2082.0
1.2,1.2802,482.0
0.82,0.036849,2.85313364
0.9,0.024216400000000003,1.45088691
1.277,0.17343699999999998,23.342989000000006
0.78,0.947319,380.85
1.17,0.0342955,2.14463285
2.42,0.723051,144.3
1.28,0.0528645,3.92289
1.214,0.142508,17.833648
1.291,0.213825,31.7844
1.21,0.6149640000000001,160.129918
1.13,0.17466800000000002,25.082462600000003
0.81,0.299193,66.4162133
1.13,0.0426422,3.0255955
0.77,0.0673941,7.2824300000000015
1.05,0.231951,39.8189932
0.936,0.0845828,9.2869944
0.87,0.0447079,3.70175428
0.74,0.15366,25.575065
0.662,0.0073058,0.2803226
1.03,0.283792,54.4092333
1.04,0.0743387,7.25931979
0.92,0.200444,34.1731714
1.137,0.270013,48.056
1.5,0.937147,270.0
1.08,0.10243900000000003,11.5231
1.03,0.205066,33.42035034
1.2,0.4236430000000001,91.93913
0.98,0.07034220000000001,6.88337562
1.45,0.103618,10.11716531
0.95,5.15426,4375.0
0.77,0.102343,13.62798432
1.054,0.0521068,4.230785
1.078,0.0531121,4.3050011
1.16,0.0429791,3.02166863
1.12,0.246742,42.3004954
0.79,0.0500668,4.60358
1.64,0.0575502,3.93766373
0.87,0.132223,18.82747265
1.51,2.0717,886.0
1.09,0.0487927,3.77059058
1.01,0.0512901,4.22162536
0.9,0.246197,47.0319479
0.81,0.645826,210.630591
0.88,0.0663298,6.651380199999998
0.94,0.15594,23.198681
0.905,0.773567,261.2
0.294,0.0374757,4.88693327
0.79,0.0533524,5.06416
1.05,0.498966,125.63243
1.01,0.0185879,0.92103214
0.645,0.0411908,3.799847
1.63,0.458562,88.8
0.79,0.0172109,0.92785982
0.86,0.0381652,2.93658468
1.05,0.034116,2.245715
0.95,0.07475180000000001,7.65880414
0.93,0.11183,14.16399294
1.013,0.0964692,10.863502
1.131,0.047235,3.52474859
0.929,0.0413137,3.1810781
0.94,0.0413386,3.16635371
1.1,0.512595,127.58
0.601,0.207594,44.5631
0.78,0.0800943,9.3743
0.65,0.0551696,5.8706191
1.037,0.042091,3.0965828
0.8,0.059603099999999985,5.94220998
1.171,0.101407,10.8985
0.85,0.256743,51.538
0.81,0.0370047,2.88890485
1.15,0.18671,27.4785572
1.22,0.051448900000000006,3.8559
0.95,0.0905953,10.2184954
1.7,1.28444,407.5
1.13,0.17109000000000002,24.31575992
0.94,0.0261684,1.59474546
0.91,0.117181,15.3587684
0.81,0.0596165,5.90741354
1.01,0.0328963,2.16845259
1.07,0.0450255,3.37265
0.0,0.0,1.55400393
0.872,1.28243,567.94
1.32,0.270063,44.61695570000001
0.93,0.20001,33.8786838
1.145,0.0378387,2.5079204
0.5,0.0343627,3.29030452
0.7,0.515367,161.5163345
0.79,0.140653,21.67697486
1.04,0.0480499,3.7681
1.11,0.53813,136.75
1.206,0.0204134,0.9689951
0.758,0.0601536,6.189392
0.73,0.406917,110.96546
0.75,0.102064,13.7521072
0.758,0.06984270000000001,7.743492999999999
1.25,1.1241,388.0
0.96,0.126801,16.8320729
1.192,0.0574384,4.60497
1.33,0.176326,23.44971004
1.09,0.283321,52.75875577
1.154,0.846038,264.15
1.6,0.137986,14.80074836
0.31,0.07292380000000001,12.9182
0.97,0.191192,31.0033814
1.01,0.0756444,7.56127224
1.06,0.0641175,5.75962
1.165,0.0466223,3.405909
1.18,0.33316,64.6588017
1.4,1.4219,522.3
1.054,5.8251300000000015,5000.0
0.96,0.220779,38.6715075
1.0,0.098283,11.25402929
0.8,0.08607139999999999,10.3117
0.74,0.0468927,4.3115
1.34,0.0505526,3.585722
1.17,0.050083,3.78470649
0.5710000000000001,2.28335,1667.0
1.14,1.31029,511.098
0.95,1.03527,394.48124
1.74,1.19218,360.2
0.64,0.31971,82.53425190000002
0.8,0.143439,22.18432708
1.11,0.0832447,8.326515299999999
1.159,2.77219,1561.0
0.66,1.08768,509.997402
1.09,3.03064,1845.0
0.991,0.040462300000000014,2.985698
0.8,0.0237976,1.49914695
0.94,0.0451092,3.60930891
1.02,0.0262601,1.5373653
0.82,0.0674338,7.06317341
0.87,0.102896,12.92491623
0.71,0.119778,17.9691
1.166,0.224449,35.968
1.38,0.24190100000000006,36.959999
1.02,1.13113,434.5
0.87,0.0426259,3.4462038999999995
1.16,0.99475,335.1
0.78,0.0370474,2.94902905
1.25,0.0433296,2.94654179
1.29,0.052373800000000005,3.852985
0.8877,0.4862800000000001,131.458
1.12,0.0692091,6.28385491
0.65,0.0907073,12.3764661
1.06,0.07435610000000001,7.19303878
0.521,0.07460900000000001,10.312364
1.17,2.77823,1560.2
0.74,0.6791659999999999,237.6
1.01,0.0355594,2.4370333
0.77,0.309084,71.52530845
1.234,0.876999,269.29999
0.85,0.0234308,1.420033
1.19,0.103391,11.13125132
1.112,2.13177,1075.2
0.97,0.107239,13.02365861
1.14,0.052677199999999993,4.13592271
1.29,0.1187,13.15141081
1.78,2.23776,916.0
0.95,0.0359389,2.55314213
1.18,0.059689,4.90332155
0.54,0.0323795,2.8960000000000004
1.11,0.0597996,5.06963
1.4,1.03346,324.0
0.961,0.250413,46.6888
1.06,1.04992,379.63
0.55,0.0223609,1.64680191
1.147,0.0927843,9.6386
0.882,0.29472,62.218
1.2,0.307074,56.73667
1.09,0.0812267,8.09888799
0.86,0.183885,31.057161800000006
0.609,0.386141,112.3053
1.08,0.0401985,2.83265213
0.99,0.0823755,8.67900242
1.72,2.13423,868.0
1.4069999999999998,0.813279,225.62
1.226,0.0435463,2.995629
0.62,0.0225817,1.57409027
1.04,0.051823699999999986,4.22538451
1.34,0.961227,297.3
1.59,0.440508,84.68798079999998
0.55,0.0794218,11.02347475
1.02,0.0473895,3.73089898
1.074,2.49004,1383.4
0.95,0.231343,41.69778270000001
0.74,0.0313094,2.3522658
0.97,0.295668,59.6225257
1.11,0.148265,19.79191978
0.95,0.054670800000000006,4.79028459
0.93,0.0543472,4.79859939
1.02,0.0318315,2.05387982
0.92,0.0916253,10.56134221
0.94,0.0233196,1.34155513
1.0,0.0681491,6.49801525
1.9,0.762504,176.3
1.62,0.0636824,4.6117093
1.23,0.0969435,9.94067247
1.1,0.113973,13.3997099
1.18,0.390903,82.177374
1.3,1.53703,610.0
1.35,0.531449,121.71
0.84,0.151882,23.58914398
0.85,2.28031,1362.3
0.91,0.08023430000000001,8.70181574
0.98,0.122141,15.74957994
0.93,0.223648,40.0587473
0.919,0.177066,28.38236
1.06,0.0469983,3.6146051
1.0,0.0634219,5.83376092
1.209,0.28053,49.3568
1.136,2.91927,1707.8812
1.166,0.055634800000000005,4.4379637
0.95,0.375175,86.1150888
0.84,0.552567,163.692349
1.2,0.088103,8.719375
1.022,0.0238229,1.3273469999999998
1.07,0.0431283,3.161575
0.8490000000000001,0.627426,197.0
1.099,0.0922129,9.75598
1.06,2.14768,1116.0
2.1,0.811148,184.02
0.986,1.13105,442.19
1.21,0.755004,217.8317626
1.2,0.0466301,3.352059
1.121,0.0339907,2.1605156
0.88,0.0504222,4.40840023
1.0,0.248169,45.1555023
1.027,0.049283,3.941534
0.984,0.0869107,9.4341505
0.79,0.150343,23.955378
2.4,3.36797,1455.0
1.15,0.388877,82.46700000000001
1.291,0.166175,21.77596
0.89,0.0869078,9.91935684
1.07,0.0438974,3.24755522
0.82,0.0730539,7.96431535
1.08,0.109963,12.8159
0.375,0.0716678,11.4433
0.912,0.345324,77.61184
0.97,0.0185737,0.93875077
1.02,0.131737,17.2923453
1.0,0.052241599999999985,4.36128348
0.93,0.035268199999999986,2.50856
1.07,0.0360472,2.41660118
0.79,0.121097,17.31716585
0.905,0.113377,14.651
0.0,0.0,51.16579
0.98,0.0509544,4.24374723
1.24,0.144301,17.97979059
1.18,0.0435619,3.05710069
0.82,0.600611,187.747029
0.8,0.165339,27.4536
1.02,0.170752,25.5169
