MSTAR,A,PER
0.927,1.48938,689.0
1.2,0.996347,331.60059
1.09,0.12770399999999998,15.9654
1.02,0.115827,14.256322699999998
0.57,0.127733,22.08557563
0.96,0.0762521,7.84931739
0.91,0.451946,116.331901
1.275,0.0477869,3.37796
1.518,0.0359649,2.0219596
0.52,0.0409318,4.19449651
1.21,0.07967260000000001,7.46725407
0.72,0.0149794,0.78916165
1.734,0.629412,138.506
0.8029999999999999,0.212021,39.792187
0.96,0.0774029,8.02768059
1.29,2.03386,931.0
0.7559999999999999,0.08094370000000001,9.6737
0.82,0.228998,44.2008
1.52,0.0534741,3.6623817
0.8,0.116773,16.295090300000002
0.98,0.667299,201.1214
0.94,0.0389169,2.89223021
0.614,0.0188775,1.2089802
1.04,0.151991,21.2227
0.73,0.177758,32.03
0.99,0.534239,143.343
1.16,0.034023000000000005,2.12823928
0.85,0.129482,18.45847097
0.95,0.054045400000000014,4.70832654
0.87,0.0288756,1.9214374
0.55,0.28865100000000005,76.378033
1.32,0.263015,42.882
0.96,0.34680900000000003,76.13602028
0.58,0.0522506,5.72812599
0.7,0.476549,143.58
0.7,0.113697,16.73652231
1.23,1.26054,466.0
0.75,0.0159542,0.84990789
0.85,0.060839099999999986,5.94504102
0.82,0.0457701,3.94963138
0.99,0.019308900000000004,0.98494017
0.08900000000000001,0.0157578,2.42180746
1.03,0.059804099999999985,5.26341577
1.0,0.0628192,5.748145
1.48,0.902604,256.78
1.0,0.226767,39.4419839
0.79,0.471386,132.9968322
0.86,0.157366,24.58721573
0.961,1.20425,492.3
1.02,0.228745,39.475
1.121,4.29488,3066.0
0.8809999999999999,0.0547344,4.9816877
0.96,0.047981,3.91795101
1.21,0.143843,18.11472949
0.88,0.053202699999999985,4.7780000000000005
0.79,0.045182,3.9466141
0.8,1.18358,525.8
1.18,1.36191,533.0
1.418,0.0425775,2.6940470000000003
1.06,0.121485,15.0217983
0.13,0.00585017,0.45328509
0.77,0.117442,16.75255007
0.871,0.0271372,1.74748753
0.99,1.02341,379.0
1.93,2.5395,1058.8
0.79,0.17214000000000002,29.349477500000006
0.94,0.140349,19.80792185
1.204,0.0432172,2.9895933
1.127,2.3186400000000003,1214.0
1.08,0.602232,163.967
0.54,0.06309450000000001,7.8773565
1.07,0.0200865,1.00520701
1.14,0.0434856,3.10129
0.85,0.0569124,5.37886844
1.57,1.29554,428.5
0.84,0.0356726,2.68505749
1.25,0.36301,71.4517775
1.239,0.0300684,1.7100566
1.0,0.0826512,8.67888593
1.72,0.0390586,2.14878
1.308,0.0679088,5.633472900000001
1.1909999999999998,0.0465021,3.35524
1.19,2.60488,1405.0
1.16,0.058170800000000016,4.75793986
0.53,0.0780146,10.93241
1.341,0.0480039,3.312433
1.15,0.0812822,7.891448299999999
0.97,0.0374388,2.686502
0.88,0.0461241,3.85691855
0.84,0.481868,133.3036741
0.96,0.254946,47.9872764
0.982,0.47557,120.8
1.069,2.06642,1049.0
0.93,0.0588328,5.4047800000000015
1.535,0.0441609,2.7347749
0.54,0.027173900000000004,2.22649109
1.05,0.036989,2.53573424
1.06,0.142675,19.1187753
1.1,1.3728,559.4048700000002
0.912,0.13785899999999998,19.57706
0.92,1.16693,479.1
0.76,0.0131437,0.63133235
0.87,0.706259,232.08
0.98,0.136705,18.6489525
1.463,0.0626633,4.736525
0.961,0.0914497,10.3039
1.12,1.28031,499.4
0.81,0.104565,13.722341
0.65,0.168484,31.3309
1.47,0.0894052,8.05333618
1.052,0.355656,75.523
1.12,0.0330527,2.07276
1.347,0.06223690000000001,4.885525
0.95,0.0566534,5.0505
0.79,0.176071,30.36044667
1.1840000000000002,0.0365155,2.3412127000000003
1.207,0.0666842,5.723186
0.949,0.429659,105.595
1.11,0.0523044,4.14702026
0.81,0.0387273,3.092926
1.02,3.94498,2831.6
1.025,2.26097,1224.0
1.08,0.226601,37.910254
1.08,0.0718867,6.77408868
1.17,1.25186,471.6
1.44,0.759258,201.3
0.54,0.0794372,11.12830484
0.93,0.0505272,4.301662
0.88,0.305198,65.6478424
0.81,0.0525443,4.8878162000000005
1.346,0.133829,15.413135
1.07,0.0361437,2.4262900000000003
1.3,0.252724,40.6994443
0.7909999999999999,0.264333,55.806
1.41,0.268995,42.913751
0.88,0.0624727,6.07972888
0.98,0.023292,1.31155557
1.16,0.083574,8.1934719
0.81,0.033677,2.50806
1.04,0.174395,26.0840594
1.025,0.136688,18.201320000000006
0.87,0.0696812,7.20283653
0.45,3.5615300000000003,3657.0
1.14,0.049298400000000006,3.744439
0.33,0.0504277,7.1999
1.04,0.0395795,2.82019241
1.21,0.0516604,3.89713
0.08900000000000001,0.0291683,6.099043
1.02,0.172254,25.85501786
1.11,0.048527,3.70598955
0.94,0.369378,84.5733226
1.33,1.1296,380.0
1.037,0.0176159,0.8378434000000001
0.71,0.251,54.5094166
0.0,0.0,51.84688575
0.81,0.0194926,1.10446351
0.13,0.0208968,3.06008
1.04,0.111023,13.24934059
0.942,0.05006,4.215
1.71,1.17218,354.29
0.94,0.140972,19.9400874
0.93,0.131467,18.054038100000003
1.248,0.0443853,3.056536
0.8,0.0420065,3.51576315
1.07,0.0438587,3.2432598
0.947,0.049495099999999986,4.1244809999999985
0.0,0.0,6.83437001
1.09,0.132431,16.860128600000003
1.07,0.26954,49.412
0.63,0.0893266,12.2854603
0.99,0.0885238,9.66857723
0.59,0.0829006,11.35011917
1.4580000000000002,0.0522499,3.612764700000001
1.13,0.7400869999999999,218.47
1.16,0.260643,45.1263042
1.09,0.0263353,1.49514952
0.934,0.0418506,3.2357
1.0,0.182625,28.5057189
1.147,1.5273,643.25
1.15,1.39588,559.3
1.05,0.223437,37.6467384
1.07,0.10078,11.29695137
0.909,0.0405459,3.1260876
0.85,0.188012,32.2968798
0.88,0.218045,39.64317811
0.81,0.0399889,3.24406
0.87,0.0432987,3.52563254
1.58,0.0291019,1.44259224
1.13,0.408538,89.72229200000002
1.014,1.02831,377.8
0.843,2.00715,1129.0
0.97,0.090566,10.10769068
0.91,0.227107,41.43962808
0.86,0.042189099999999986,3.41303622
1.16,0.0267923,1.4857108
1.0659999999999998,2.93362,1773.4
1.375,0.0499317,3.474474
0.9,0.147513,21.81293494
0.8,0.116802,16.301258999999998
0.92,0.17039300000000002,26.783918300000003
1.19,0.204059,30.86389310000001
1.13,0.040381,2.78815679
0.08900000000000001,0.0383799,9.205585
0.92,0.0623222,5.9242620000000015
1.01,0.048450699999999985,3.87595807
1.08,0.101821,11.41909375
0.8,0.134576,20.16034462
0.82,0.0650994,6.69960006
0.93,0.0996107,11.90715
0.49,0.358346,111.7
0.93,0.13125,18.00931444
0.98,0.0923741,10.35863224
1.01,0.151158,21.3587621
1.1,1.2415200000000002,480.5
1.03,0.205268,33.469743
0.943,2.54268,1523.0
0.95,0.0424409,3.27646405
0.63,0.2596,60.866168
0.78,0.887919,345.72
0.7,0.0575639,6.02930132
0.956,0.0244921,1.43037
0.85,0.108362,14.13176026
1.06,0.237227,40.990398600000006
1.04,0.101359,11.55098
0.83,0.0970652,12.12400943
0.86,0.0396151,3.10550819
0.86,0.0769479,8.40691199
0.49,2.35317,1882.0
0.92,0.093804,10.94027841
0.8420000000000001,0.0771322,8.5234865
0.76,0.0854126,10.45843441
0.83,0.115101,15.65562652
0.93,0.0508228,4.33946454
1.133,0.0553326,4.4652934
0.478,0.392576,129.9459
1.09,0.22494,37.3229493
0.866,0.179488,29.8454
1.52,0.0413279,2.4855335
0.51,0.0626016,8.0109434
0.86,0.251269,49.6077331
1.25,0.0468614,3.310651
1.16,0.23295900000000005,38.1312831
0.96,0.3493,76.95785699999998
0.63,0.0778907,10.00342
1.23,0.181042,25.369116
1.08,0.0391001,2.7164762
0.7,0.0218627,1.41122985
0.96,0.0898835,10.04556931
0.64,0.116426,18.1373829
0.708,0.06830139999999997,7.7485
0.47,0.0892579,14.207
0.95,0.0539434,4.69500134
0.93,0.100445,12.05707239
1.1,0.0468682,3.53269
0.76,0.056382,5.60912
0.96,0.220045,38.47875707
1.01,0.155326,22.24813967
1.01,0.073611,7.25844721
0.88,0.031272900000000006,2.1522254000000003
0.79,0.0607115,6.14727918
0.927,2.10091,1155.0
0.99,0.30001300000000003,60.3231
1.238,2.51797,1311.0
1.01,0.0520747,4.3176782
1.41,1.11312,361.1
1.08,0.0442246,3.26869515
1.093,0.031604200000000006,1.9616241
1.01,0.194499,31.1750448
1.02,0.584174,161.47439369999995
1.07,0.038671,2.68432848
0.916,0.0414094,3.21222
1.166,0.042644199999999986,2.9776412
0.85,0.0897541,10.65276707
1.06,0.169505,24.7576421
1.021,0.0446486,3.4088300000000005
0.93,0.017189799999999998,0.85359163
0.77,0.14286400000000002,22.4764425
1.489,0.0479738,3.1428347000000003
1.47,1.23874,415.2
1.66,1.98519,792.6
1.17,0.221415,35.1810304
0.9,0.143067,20.83424726
0.74,0.0190745,1.11854972
1.06,0.114152,13.68237119
0.66,0.0345893,2.89221751
1.0,0.12728299999999998,16.586176199999993
0.986,0.044470800000000005,3.4464589999999995
0.86,0.018261000000000003,0.97191543
0.958,0.4473430000000001,111.4367
1.49,0.0654845,5.01423457
1.17,0.167934,23.2382792
0.59,0.0298817,2.455239
1.079,0.0617749,5.398763
0.08900000000000001,0.0466967,12.354473
0.74,0.0737068,8.49642241
0.79,0.114939,16.01310205
1.02,0.420795,98.7180406
1.33,0.036139099999999987,2.17517656
1.4,2.84117,1475.0
0.81,0.230681,44.96417488
0.789,0.118715,16.8191
1.14,0.373544,78.10002309999999
0.94,0.122862,16.22371307
1.8,0.490206,93.4
0.84,0.0776941,8.63043276
1.09,0.0803909,7.97419807
1.133,0.742283,219.3
1.36,0.608531,148.6
0.866,0.0667693,6.771315
0.95,0.0617018,5.74347727
1.15,0.0527424,4.12554687
1.04,0.117226,14.37508035
1.145,0.92376,302.8
0.83,0.0874713,10.37168453
0.85,2.80658,1862.0
1.3,0.0794128,7.16892463
1.11,0.0793434,7.74809437
1.0,0.119208,15.0330105
1.49,1.61027,610.2
1.393,0.051503699999999986,3.6112706
1.04,0.392209,87.9732136
0.93,0.263744,51.300634
0.804,0.152945,24.3556
0.601,0.139869,24.6454
1.045,3.07131,1920.1
1.14,1.2589,481.9
1.08,0.112404,13.24503188
1.03,0.0838281,8.73485836
0.98,0.221868,38.5583038
0.92,0.136979,19.3044
0.8,0.0310798,2.23749275
0.96,0.0955953,11.01816836
1.34,0.405305,81.4162941
1.0,0.014974700000000004,0.6693109
0.82,0.0209702,1.22486632
0.915,0.0227178,1.30619
0.99,0.06922710000000001,6.673858999999998
0.84,0.0387537,3.04033042
0.895,0.239656,45.29485
0.84,0.249855,49.77
0.81,0.259117,53.52934870000001
0.758,0.0419153,3.6001053
0.87,0.07842400000000001,8.60010411
0.952,0.032041900000000005,2.1451
0.6809999999999999,0.019659400000000004,1.22002563
0.98,0.0527478,4.46975774
1.209,0.0456089,3.234723
0.93,0.0758978,7.9194
1.03,0.0626287,5.64067757
0.8420000000000001,0.0452895,3.836169
1.81,2.24032,910.0
0.93,0.176696,28.125
0.962,0.0405861,3.0440499
1.04,0.0475122,3.70921385
0.6,0.054174,5.94566534
1.04,0.476837,117.93108781
1.44,1.57999,604.0
0.93,0.316151,67.3
0.88,0.11345,14.878296
0.81,0.391079,99.25309509999998
0.75,0.0645763,6.92101021
1.277,0.101317,10.423648
1.11,0.0341288,2.184673
0.99,0.0616673,5.62153941
1.124,0.06927710000000001,6.27711
0.74,0.118441,17.307137
1.0,0.08295,8.726
0.294,0.0889562,17.87199137
1.64,0.187767,23.20584623
0.816,0.047868400000000005,4.234516
1.06,0.121659,15.0540329
0.83,0.0324471,2.3432319
0.88,0.0222195,1.28958811
0.912,0.063351,6.098493
1.346,0.2014,28.454851
1.2,0.0530508,4.072
0.98,0.048130800000000015,3.89593684
0.69,0.119499,18.16406
0.98,0.0738933,7.4111410000000015
1.06,3.13296,1966.1
0.29,0.730436,423.3821719
1.277,0.304548,54.32031
0.759,0.0503097,4.7228124000000005
1.03,0.050577099999999986,4.09357325
1.0,0.100994,11.72292176
1.06,0.110239,12.98495573
1.17,0.0594394,4.89337519
0.94,0.061725,5.77721211
1.03,0.07936900000000001,8.0472642
0.78,1.75604,962.0
1.47,0.049327800000000005,3.3004192000000003
1.028,0.0951314,10.57
1.101,0.483601,116.6884
0.89,0.463328,122.1
0.74,0.0558236,5.6
1.14,0.110538,12.5720095
0.96,0.174066,27.07237711
1.81,1.21472,363.3
0.98,0.03015,1.93155984
0.73,0.629,213.257663
1.27,0.0440549,2.99433
0.89,0.0139284,0.63642408
0.738,0.558942,177.6693
0.71,0.164916,29.03
0.91,0.0435651,3.48159251
1.04,0.180967,27.572274199999995
0.452,0.0287188,2.64385
1.55,0.0457595,2.8717518
1.01,0.0936589,10.41725184
0.0,0.0,184.256405
1.25,0.0883216,8.57503552
0.87,0.025737400000000004,1.6168837
0.982,0.134393,18.157
1.09,0.070302,6.52121067
0.9,0.638509,196.435224
1.01,0.273799,52.0688601
1.16,0.158582,21.41616926
1.222,0.0542977,4.1752387
0.925,0.0446312,3.577469
0.96,3.55427,2496.0
1.017,3.26519,2127.7
0.87,0.093078,11.11990653
1.02,0.119224,14.88801098
1.0,0.056677,4.927
0.94,0.29908,61.6178167
1.5119999999999998,0.060845,4.457243
1.69,1.91887,745.7
1.1,0.08097889999999999,8.02511821
0.965,0.225692,39.8449
0.98,0.363536,80.87206390000001
0.88,0.672832,214.886545
1.0,0.0681049,6.49168426
1.3,0.7649229999999999,214.3114164
1.02,0.188549,29.6091744
1.03,0.0485975,3.85560355
1.04,0.018961,0.93511806
0.92,0.0580264,5.3227406
0.98,0.226831,39.859484
1.25,0.0685234,5.8599440000000005
0.99,0.5769810000000001,160.88465087
2.31,2.063,711.0
0.86,0.159985,25.2034787
1.36,0.139726,16.3583055
1.17,3.0184,1770.0
0.91,0.150552,22.36656079
0.92,0.058171,5.34264507
0.98,0.0878909,9.61375356
1.23,0.0932375,9.3761368
0.96,0.120507,15.59461874
1.02,0.19765,31.7785901
0.8,1.30299,606.4
0.82,0.0135188,0.63400294
0.08900000000000001,0.0115051,1.51087637
1.212,0.0254851,1.3484954
0.77,0.087995,10.86499
1.15,0.125745,15.18725932
1.54,0.563801,124.6
1.06,0.038844800000000006,2.71603809
1.4,0.0589428,4.41745855
1.33,0.034771,2.052868
0.85,1.70993,885.5
1.108,5.3341400000000005,4270.0
1.18,0.0197027,0.92990668
1.238,0.291535,51.63800000000001
0.73,0.0439026,3.9324613
1.335,0.070273,5.8881
1.32,0.0449294,3.024095
1.2,0.0278077,1.5449298
1.26,0.0877495,8.45808312
0.96,0.363618,81.73780699
1.085,0.07941319999999999,7.8457
1.09,0.0537034,4.3530135
0.96,0.035933,2.53918318
1.0,0.107552,12.883
1.11,0.058090599999999985,4.85386933
0.95,0.202661,34.18890521
1.022,5.14931,4218.0
0.77,0.0559503,5.5080230000000014
0.95,0.218893,38.3774623
1.54,0.06706480000000001,5.11177904
0.88,0.08465800000000001,9.59070716
0.359,0.0600137,8.962
1.07,0.05555269999999999,4.62332
0.87,1.00082,391.9
0.58,0.0142363,0.813475
0.92,0.16939500000000002,26.548955
1.1,0.155007,21.0874
0.89,0.407808,100.8274113
2.15,0.8231510000000001,185.84
0.9,0.058538699999999985,5.45298175
1.1,0.147232,19.67416124
0.85,0.058462699999999986,5.60014851
0.95,0.06000790000000001,5.50860439
0.79,0.0453661,3.97076766
1.06,0.283142,53.44945593
0.89,0.056172900000000005,5.15448442
1.45,0.0643804,4.954
0.6809999999999999,0.056688,5.97377468
0.5,0.08911000000000001,13.74
1.0,0.0928723,10.3376
1.09,0.10143,11.30119217
0.8,0.0285538,1.97034246
1.03,0.08001439999999999,8.145610000000001
0.93,0.1064,13.14497566
0.86,0.0217143,1.26025909
0.66,0.0778725,9.77
0.94,0.136148,18.92540274
0.82,0.122418,17.27629612
1.74,2.28088,952.7
1.03,0.384289,85.7350285
1.06,0.161019,22.9221266
0.92,0.217045,38.5053398
1.18,0.1432,18.2206421
1.37,0.0573788,4.2568
1.05,0.133676,17.421174899999997
1.01,0.080381,8.28246
1.26,0.0375152,2.36436901
1.31,0.0726449,6.246580000000002
0.95,0.11193,14.0329154
0.8859999999999999,0.0522992,4.640382
1.22,0.104553,11.17931605
0.972,0.117171,14.85888
1.02,0.20817800000000006,34.3511874
1.47,0.32821100000000003,56.6449279
1.03,3.5161,2372.0
1.147,0.93961,310.54999
0.94,0.036125,2.58664
1.06,0.0453489,3.4252602
1.18,0.14979,19.49213
0.54,0.312498,86.828989
0.96,0.08048580000000001,8.51203588
1.0,0.503142,130.3546919
1.2,0.125346,14.796745800000002
1.1909999999999998,2.33328,1187.3
0.92,0.0466196,3.83309118
0.79,0.142061,21.997999
1.51,1.6698,641.0
0.94,0.7420260000000001,240.7989397
1.077,0.0549549,4.533471
1.45,0.138326,15.6049212
0.92,0.167139,26.020442300000006
1.2,0.12398499999999997,14.5564533
1.14,0.5555829999999999,141.60001
1.03,0.053861800000000015,4.49876092
0.94,0.8254440000000001,282.5255
0.91,0.029172700000000006,1.9078052
0.95,0.0295483,1.9000693
1.18,0.057064599999999986,4.58352176
0.93,0.187949,30.8609366
1.28,1.18906,418.20001
0.994,0.0516466,4.2986432
0.83,0.0530392,4.89718784
0.81,0.0543655,5.14438011
0.78,0.284837,62.86916110000001
0.94,0.0510655,4.34728553
0.99,0.0786193,8.09219642
1.289,0.0285236,1.5487743
0.526,0.441345,147.6606
0.98,0.046688699999999986,3.72215641
1.2,0.7361770000000001,210.60697
0.157,0.0143253,1.58040482
1.15,0.0560063,4.51436633
1.0,0.211879,35.622233
0.87,0.07710449999999999,8.3839865
0.85,0.14611400000000002,22.12679948
1.15,0.11286,12.91375431
0.99,0.228139,40.0
0.956,1.66027,798.5
1.01,0.046581300000000006,3.652836
1.143,1.88529,882.7
0.78,0.0614878,6.30560247
0.83,0.015382299999999996,0.76486493
1.11,0.0308432,1.87788275
1.19,0.174156,24.3347127
1.1,0.225667,37.3331536
1.259,0.0452185,3.128992
1.19,2.30768,1173.0
0.77,0.187771,33.867853100000005
1.0,0.0686885,6.57531678
1.78,1.59543,551.4
1.099,0.040253,2.8126548
0.96,0.290481,58.3620495
1.136,0.8381719999999999,262.70861
1.05,0.17004,24.99324193
0.86,0.01281,0.57103852
1.0,0.22473,38.90861
1.238,3.8997,2520.0
0.84,0.105904,13.73469807
1.026,1.36067,572.0
1.21,0.254502,42.6318
0.85,0.16455,26.444000000000006
0.99,0.15399300000000002,22.18329658
1.2,0.0409325,2.76122421
0.94,0.186962,30.4549136
0.94,0.06684019999999999,6.5100253
1.1,0.0739053,6.99692655
1.22,1.6471,696.3
0.93,0.108427,13.5225106
1.01,2.62431,1544.0
0.97,0.401332,94.2887577
0.89,0.513692,142.54424699999996
0.81,0.237122,46.859
0.635,0.257458,59.87756
1.08,0.28916,54.6495759
1.05,0.271,50.28638192
0.181,0.0476476,8.929
1.38,0.520622,116.596
0.33,0.125003,28.1
0.94,2.1118,1155.7
0.72,0.06451090000000001,7.053
1.0,0.318487,65.6488341
1.1,0.06848489999999999,6.24146367
1.04,0.046104,3.54553021
1.38,0.0655498,5.215357
0.81,0.557231,168.811174
1.19,0.0454854,3.24674
0.87,0.18721,31.71922
1.09,0.6361680000000001,177.11
1.4,0.532697,120.0181272
1.0,0.0624428,5.69919514
1.0,0.0495271,4.02582254
1.11,0.0246365,1.34059747
2.0,1.16272,323.6
1.25,0.08524730000000001,8.13123
0.83,0.0169132,0.88184115
0.81,0.0979413,12.43931193
1.08,0.0894717,9.4060467
1.25,0.06799110000000001,5.79180156
